Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Belayneh Dinsamo,M,30.0,168.0,62.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,Marathon,
Etenesh Diro Neda,F,21.0,168.0,49.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"3,000 metres Steeplechase",
Etenesh Diro Neda,F,25.0,168.0,49.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"3,000 metres Steeplechase",
Tommaso D'Orsogna,M,21.0,190.0,84.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Freestyle Relay,
Tommaso D'Orsogna,M,21.0,190.0,84.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Medley Relay,Bronze
"Melanie ""Mel"" Dodd",F,27.0,175.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,4 x 100 metres Freestyle Relay,
Ralph Douglas Doubell,M,23.0,180.0,65.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,800 metres,Gold
Dimity Jean Douglas,F,14.0,178.0,60.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,100 metres Breaststroke,
Dimity Jean Douglas,F,14.0,178.0,60.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,200 metres Breaststroke,
Dimity Jean Douglas,F,14.0,178.0,60.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,4 x 100 metres Medley Relay,
"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,100 metres,
"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,200 metres,
"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,4 x 100 metres Relay,
Ware Kutre Dulecha,F,17.0,162.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,800 metres,
Ware Kutre Dulecha,F,17.0,162.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"1,500 metres",
Ware Kutre Dulecha,F,22.0,162.0,50.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,"1,500 metres",
Ware Kutre Dulecha,F,25.0,162.0,50.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"1,500 metres",
Graham John Dunn,M,18.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,100 metres Butterfly,
Graham John Dunn,M,18.0,177.0,76.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Butterfly,
"Matthew Stephen ""Matt"" Dunn",M,18.0,184.0,84.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,200 metres Individual Medley,
"Matthew Stephen ""Matt"" Dunn",M,18.0,184.0,84.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,400 metres Individual Medley,
"Matthew Stephen ""Matt"" Dunn",M,22.0,184.0,84.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,
"Matthew Stephen ""Matt"" Dunn",M,22.0,184.0,84.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 200 metres Freestyle Relay,
"Matthew Stephen ""Matt"" Dunn",M,22.0,184.0,84.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,200 metres Individual Medley,
"Matthew Stephen ""Matt"" Dunn",M,22.0,184.0,84.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,400 metres Individual Medley,
"Matthew Stephen ""Matt"" Dunn",M,27.0,184.0,84.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,200 metres Individual Medley,
"Matthew Stephen ""Matt"" Dunn",M,27.0,184.0,84.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,400 metres Individual Medley,
"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,400 metres,
"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 400 metres Relay,
"Patrick ""Pat"" Dwyer",M,26.0,186.0,81.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,4 x 400 metres Relay,Silver
Oliver Dziubak,M,22.0,197.0,101.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,Javelin Throw,
Bronwyn Louise Eagles,F,23.0,178.0,100.0,Australia,AUS,2004 Summer,2004,Athina,Athletics,Hammer Throw,
"William Joseph ""Bill"" Earle",M,23.0,174.0,65.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,100 metres,
"William Joseph ""Bill"" Earle",M,23.0,174.0,65.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,4 x 100 metres Relay,
Hailu Ebba,M,21.0,176.0,66.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,"1,500 metres",
Gadissie Edato,F,27.0,156.0,43.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,Marathon,
Gary John Eddy,M,19.0,183.0,76.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,400 metres,
Gary John Eddy,M,19.0,183.0,76.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,4 x 400 metres Relay,
"Susan ""Sue"" Eddy (-Dolbey)",F,15.0,162.0,49.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Freestyle Relay,
"Susan ""Sue"" Eddy (-Dolbey)",F,15.0,162.0,49.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,200 metres Individual Medley,
"Susan ""Sue"" Eddy (-Dolbey)",F,15.0,162.0,49.0,Australia,AUS,1968 Summer,1968,Mexico City,Swimming,400 metres Individual Medley,
"Sophia Jane ""Sophie"" Edington",F,23.0,179.0,65.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,100 metres Backstroke,
Muktar Edris Awel,M,22.0,171.0,60.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",
"Deborah Lee ""Debbie"" Edwards (-Schulstad)",F,21.0,170.0,61.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,100 metres Hurdles,
Sentayehu Ejigu Tamerat,F,19.0,160.0,44.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"5,000 metres",
Janelle Lynette Elford (-Pallister),F,18.0,175.0,62.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,400 metres Freestyle,
Janelle Lynette Elford (-Pallister),F,18.0,175.0,62.0,Australia,AUS,1988 Summer,1988,Seoul,Swimming,800 metres Freestyle,
"Herbert James ""Herb"" Elliott",M,22.0,181.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,"1,500 metres",Gold
Brittany Joyce Elmslie,F,18.0,179.0,73.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Freestyle Relay,Gold
Brittany Joyce Elmslie,F,18.0,179.0,73.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,Silver
Brittany Joyce Elmslie,F,18.0,179.0,73.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 100 metres Medley Relay,Silver
Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Freestyle Relay,Gold
Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 100 metres Medley Relay,Silver
Michelle Engelsman,F,24.0,177.0,73.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,50 metres Freestyle,
"Christopher ""Chris"" Erickson",M,26.0,175.0,60.0,Australia,AUS,2008 Summer,2008,Beijing,Athletics,20 kilometres Walk,
"Christopher ""Chris"" Erickson",M,30.0,175.0,60.0,Australia,AUS,2012 Summer,2012,London,Athletics,20 kilometres Walk,
"Christopher ""Chris"" Erickson",M,34.0,175.0,60.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,50 kilometres Walk,
Blair Catherine Evans,F,21.0,175.0,65.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,Silver
Blair Catherine Evans,F,21.0,175.0,65.0,Australia,AUS,2012 Summer,2012,London,Swimming,400 metres Individual Medley,
Blair Catherine Evans,F,25.0,175.0,65.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Individual Medley,
Peter Maxwell Evans,M,18.0,190.0,77.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,100 metres Breaststroke,Bronze
Peter Maxwell Evans,M,18.0,190.0,77.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,200 metres Breaststroke,
Peter Maxwell Evans,M,18.0,190.0,77.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,4 x 100 metres Medley Relay,Gold
Peter Maxwell Evans,M,22.0,190.0,77.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,100 metres Breaststroke,Bronze
Peter Maxwell Evans,M,22.0,190.0,77.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,200 metres Breaststroke,
Peter Maxwell Evans,M,22.0,190.0,77.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,4 x 100 metres Medley Relay,Bronze
Ruth Rhonda Everuss,F,16.0,167.0,66.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Freestyle Relay,Silver
Peter John Farmer,M,24.0,184.0,130.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,Hammer Throw,
Peter John Farmer,M,28.0,184.0,130.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,Hammer Throw,
John Allan Farrington,M,26.0,174.0,61.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,Marathon,
"Gregory John ""Greg"" Fasala",M,19.0,182.0,79.0,Australia,AUS,1984 Summer,1984,Los Angeles,Swimming,4 x 100 metres Freestyle Relay,Silver
Clair-Louise Fearnley,F,25.0,161.0,65.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,"10,000 metres",
Bruce Featherston,M,20.0,182.0,76.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,4 x 100 metres Freestyle Relay,
Bruce Featherston,M,20.0,182.0,76.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,4 x 200 metres Freestyle Relay,
Bruce Featherston,M,20.0,182.0,76.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Backstroke,
Bruce Featherston,M,20.0,182.0,76.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Individual Medley,
Bruce Featherston,M,20.0,182.0,76.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,400 metres Individual Medley,
Sisaye Feleke,M,25.0,172.0,64.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,4 x 100 metres Relay,
Scott William Ferrier,M,22.0,191.0,85.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,Decathlon,
Scott William Ferrier,M,26.0,191.0,85.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,Decathlon,
Tekle Fetinsa,M,26.0,174.0,50.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,"5,000 metres",
"Nicholas David ""Nick"" Ffrost",M,21.0,174.0,70.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 200 metres Freestyle Relay,Bronze
Bruce William Field,M,25.0,177.0,72.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,400 metres Hurdles,
Bruce William Field,M,25.0,177.0,72.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,Long Jump,
James Norman Findlay,M,18.0,168.0,73.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Butterfly,
James Norman Findlay,M,18.0,168.0,73.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Individual Medley,
"Christopher ""Chris"" Fisher",M,22.0,183.0,68.0,Australia,AUS,1972 Summer,1972,Munich,Athletics,"1,500 metres",
Kumela Fituma,M,21.0,187.0,70.0,Ethiopia,ETH,1980 Summer,1980,Moskva,Athletics,4 x 400 metres Relay,
Peter Fitzgerald,M,22.0,181.0,75.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,100 metres,
Peter Fitzgerald,M,22.0,181.0,75.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,200 metres,
"David Thomas ""Dave"" Fitzsimons",M,26.0,170.0,65.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,"10,000 metres",
"David Thomas ""Dave"" Fitzsimons",M,30.0,170.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Athletics,"5,000 metres",
Jane Christina Flemming,F,23.0,168.0,56.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,100 metres Hurdles,
Jane Christina Flemming,F,23.0,168.0,56.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,Heptathlon,
Jane Christina Flemming,F,27.0,168.0,56.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,Heptathlon,
"Debra Lee ""Debbie"" Flintoff-King",F,24.0,171.0,58.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,400 metres Hurdles,
"Debra Lee ""Debbie"" Flintoff-King",F,28.0,171.0,58.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,400 metres Hurdles,Gold
Michelle Jan Ford (-Eriksson),F,14.0,159.0,54.0,Australia,AUS,1976 Summer,1976,Montreal,Swimming,200 metres Freestyle,
Michelle Jan Ford (-Eriksson),F,14.0,159.0,54.0,Australia,AUS,1976 Summer,1976,Montreal,Swimming,200 metres Butterfly,
Michelle Jan Ford (-Eriksson),F,18.0,159.0,54.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,400 metres Freestyle,
Michelle Jan Ford (-Eriksson),F,18.0,159.0,54.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,800 metres Freestyle,Gold
Michelle Jan Ford (-Eriksson),F,18.0,159.0,54.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,200 metres Butterfly,Bronze
"Elizabeth Marie ""Lisa"" Forrest",F,16.0,176.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,100 metres Backstroke,
"Elizabeth Marie ""Lisa"" Forrest",F,16.0,176.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,200 metres Backstroke,
"Elizabeth Marie ""Lisa"" Forrest",F,16.0,176.0,65.0,Australia,AUS,1980 Summer,1980,Moskva,Swimming,4 x 100 metres Medley Relay,
"Timothy Charles ""Tim"" Forsyth",M,18.0,199.0,78.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,High Jump,Bronze
"Timothy Charles ""Tim"" Forsyth",M,22.0,199.0,78.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,High Jump,
"Timothy Charles ""Tim"" Forsyth",M,27.0,199.0,78.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,High Jump,
Sally Foster (-Hunter),F,23.0,172.0,62.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,200 metres Breaststroke,
Sally Foster (-Hunter),F,27.0,172.0,62.0,Australia,AUS,2012 Summer,2012,London,Swimming,200 metres Breaststroke,
Leanne Francis,F,15.0,171.0,59.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,100 metres Freestyle,
Leanne Francis,F,15.0,171.0,59.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,4 x 100 metres Freestyle Relay,
Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Melbourne,Swimming,100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Melbourne,Swimming,400 metres Freestyle,Silver
Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Melbourne,Swimming,4 x 100 metres Freestyle Relay,Gold
Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,400 metres Freestyle,
Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Freestyle Relay,Silver
Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Medley Relay,Silver
Dawn Lorraine Fraser,F,27.0,172.0,67.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,27.0,172.0,67.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,400 metres Freestyle,
Dawn Lorraine Fraser,F,27.0,172.0,67.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,4 x 100 metres Freestyle Relay,Silver
Dawn Lorraine Fraser,F,27.0,172.0,67.0,Australia,AUS,1964 Summer,1964,Tokyo,Swimming,4 x 100 metres Medley Relay,
Thomas William Fraser-Holmes,M,20.0,194.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,200 metres Freestyle,
Thomas William Fraser-Holmes,M,20.0,194.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,4 x 200 metres Freestyle Relay,
Thomas William Fraser-Holmes,M,20.0,194.0,85.0,Australia,AUS,2012 Summer,2012,London,Swimming,400 metres Individual Medley,
Thomas William Fraser-Holmes,M,24.0,194.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Freestyle,
Thomas William Fraser-Holmes,M,24.0,194.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,4 x 200 metres Freestyle Relay,
Thomas William Fraser-Holmes,M,24.0,194.0,85.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Individual Medley,
Michael Bruce Frayne,M,26.0,179.0,66.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,400 metres,
Michael Bruce Frayne,M,26.0,179.0,66.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,4 x 400 metres Relay,
Henry Max Frayne,M,22.0,188.0,83.0,Australia,AUS,2012 Summer,2012,London,Athletics,Long Jump,
Henry Max Frayne,M,22.0,188.0,83.0,Australia,AUS,2012 Summer,2012,London,Athletics,Triple Jump,
Henry Max Frayne,M,26.0,188.0,83.0,Australia,AUS,2016 Summer,2016,Rio de Janeiro,Athletics,Long Jump,
"Catherine Astrid Salome ""Cathy"" Freeman",F,19.0,164.0,56.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,400 metres,
"Catherine Astrid Salome ""Cathy"" Freeman",F,19.0,164.0,56.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,4 x 400 metres Relay,
"Catherine Astrid Salome ""Cathy"" Freeman",F,23.0,164.0,56.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,200 metres,
"Catherine Astrid Salome ""Cathy"" Freeman",F,23.0,164.0,56.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,400 metres,Silver
"Catherine Astrid Salome ""Cathy"" Freeman",F,27.0,164.0,56.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,200 metres,
"Catherine Astrid Salome ""Cathy"" Freeman",F,27.0,164.0,56.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,400 metres,Gold
"Catherine Astrid Salome ""Cathy"" Freeman",F,27.0,164.0,56.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 400 metres Relay,
Noel Frederick Freeman,M,21.0,173.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,20 kilometres Walk,Silver
Noel Frederick Freeman,M,21.0,173.0,67.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,50 kilometres Walk,
Noel Frederick Freeman,M,25.0,173.0,67.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,20 kilometres Walk,
Helen Audrey Ray Frith (-Searle),F,21.0,179.0,66.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,High Jump,
Helen Audrey Ray Frith (-Searle),F,21.0,179.0,66.0,Australia,AUS,1960 Summer,1960,Roma,Athletics,Long Jump,
Helen Audrey Ray Frith (-Searle),F,25.0,179.0,66.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,Long Jump,
Helen Audrey Ray Frith (-Searle),F,25.0,179.0,66.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,Pentathlon,
"Susanne ""Sue"" Funch (-McCarthy)",F,17.0,160.0,54.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,100 metres Butterfly,
"Susanne ""Sue"" Funch (-McCarthy)",F,17.0,160.0,54.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,200 metres Butterfly,
"Susanne ""Sue"" Funch (-McCarthy)",F,17.0,160.0,54.0,Australia,AUS,1972 Summer,1972,Munich,Swimming,4 x 100 metres Medley Relay,
"Christopher John ""Chris"" Fydler",M,19.0,197.0,91.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,100 metres Freestyle,
"Christopher John ""Chris"" Fydler",M,19.0,197.0,91.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Freestyle Relay,
"Christopher John ""Chris"" Fydler",M,19.0,197.0,91.0,Australia,AUS,1992 Summer,1992,Barcelona,Swimming,4 x 100 metres Medley Relay,
"Christopher John ""Chris"" Fydler",M,23.0,197.0,91.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,50 metres Freestyle,
"Christopher John ""Chris"" Fydler",M,23.0,197.0,91.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,
"Christopher John ""Chris"" Fydler",M,23.0,197.0,91.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Freestyle Relay,
"Christopher John ""Chris"" Fydler",M,27.0,197.0,91.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,50 metres Freestyle,
"Christopher John ""Chris"" Fydler",M,27.0,197.0,91.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,100 metres Freestyle,
"Christopher John ""Chris"" Fydler",M,27.0,197.0,91.0,Australia,AUS,2000 Summer,2000,Sydney,Swimming,4 x 100 metres Freestyle Relay,Gold
Melinda Maree Gainsford-Taylor,F,20.0,172.0,67.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,100 metres,
Melinda Maree Gainsford-Taylor,F,20.0,172.0,67.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,200 metres,
Melinda Maree Gainsford-Taylor,F,20.0,172.0,67.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,4 x 100 metres Relay,
Melinda Maree Gainsford-Taylor,F,24.0,172.0,67.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,200 metres,
Melinda Maree Gainsford-Taylor,F,24.0,172.0,67.0,Australia,AUS,1996 Summer,1996,Atlanta,Athletics,4 x 400 metres Relay,
Melinda Maree Gainsford-Taylor,F,28.0,172.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,100 metres,
Melinda Maree Gainsford-Taylor,F,28.0,172.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,200 metres,
Melinda Maree Gainsford-Taylor,F,28.0,172.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 100 metres Relay,
Melinda Maree Gainsford-Taylor,F,28.0,172.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,4 x 400 metres Relay,
Felicity Madeline Galvez,F,19.0,167.0,58.0,Australia,AUS,2004 Summer,2004,Athina,Swimming,200 metres Butterfly,
Felicity Madeline Galvez,F,23.0,167.0,58.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 200 metres Freestyle Relay,Gold
Felicity Madeline Galvez,F,23.0,167.0,58.0,Australia,AUS,2008 Summer,2008,Beijing,Swimming,4 x 100 metres Medley Relay,Gold
Linda Maree Garden (-Parr),F,28.0,178.0,63.0,Australia,AUS,1984 Summer,1984,Los Angeles,Athletics,Long Jump,
"Robert Charles ""Bob"" Gardiner",M,28.0,170.0,63.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,20 kilometres Walk,
"Robert Charles ""Bob"" Gardiner",M,28.0,170.0,63.0,Australia,AUS,1964 Summer,1964,Tokyo,Athletics,50 kilometres Walk,
"Robert Charles ""Bob"" Gardiner",M,32.0,170.0,63.0,Australia,AUS,1968 Summer,1968,Mexico City,Athletics,50 kilometres Walk,
Peter John Gardner,M,23.0,183.0,74.0,Australia,AUS,1948 Summer,1948,London,Athletics,110 metres Hurdles,
Roba Gari Chebute,M,26.0,181.0,60.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"3,000 metres Steeplechase",
Roba Gari Chebute,M,30.0,181.0,60.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"3,000 metres Steeplechase",
Mark James Garner,M,19.0,174.0,69.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,200 metres,
Mark James Garner,M,19.0,174.0,69.0,Australia,AUS,1988 Summer,1988,Seoul,Athletics,4 x 400 metres Relay,
Mark James Garner,M,23.0,174.0,69.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,400 metres,
Stacey Gartrell,F,19.0,171.0,60.0,Australia,AUS,1996 Summer,1996,Atlanta,Swimming,800 metres Freestyle,
"Terrence Steven ""Terry"" Gathercole",M,20.0,177.0,76.0,Australia,AUS,1956 Summer,1956,Melbourne,Swimming,200 metres Breaststroke,
"Terrence Steven ""Terry"" Gathercole",M,24.0,177.0,76.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,200 metres Breaststroke,
"Terrence Steven ""Terry"" Gathercole",M,24.0,177.0,76.0,Australia,AUS,1960 Summer,1960,Roma,Swimming,4 x 100 metres Medley Relay,Silver
Egzi Gebre-Gebre,M,23.0,170.0,63.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,100 metres,
Egzi Gebre-Gebre,M,23.0,170.0,63.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,4 x 100 metres Relay,
Gebre Egziabher Gebremariam,M,19.0,178.0,56.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"5,000 metres",
Gebre Egziabher Gebremariam,M,27.0,178.0,56.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"10,000 metres",
Mekonnen Gebremedhin Woldegeorgis,M,23.0,181.0,61.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"1,500 metres",
Mekonnen Gebremedhin Woldegeorgis,M,27.0,181.0,61.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"1,500 metres",
Yanet Seyoum Gebremedhin,F,18.0,164.0,56.0,Ethiopia,ETH,2012 Summer,2012,London,Swimming,50 metres Freestyle,
Dejen Gebremeskel,M,22.0,180.0,58.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"5,000 metres",Silver
Dejen Gebremeskel,M,26.0,180.0,58.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",
Rahel Fseha Gebresilassie,F,20.0,160.0,55.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Swimming,50 metres Freestyle,
Hagos Gebrhiwet Berhe,M,18.0,171.0,56.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"5,000 metres",
Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics,"5,000 metres",Bronze
