Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Fatima El-Faquir,F,,160.0,50.0,Morocco,MAR,1972 Summer,1972,Munich,Athletics,100 meters,
Embark Bouchaib El-Maachi,M,,167.0,61.0,Morocco,MAR,1960 Summer,1960,Roma,Athletics,100 meters,
Embark Bouchaib El-Maachi,M,,167.0,61.0,Morocco,MAR,1964 Summer,1964,Tokyo,Athletics,100 meters,
Hassan El-Mech,M,,173.0,69.0,Morocco,MAR,1968 Summer,1968,Mexico City,Athletics,100 meters,
Jidou Ould Khaye El-Moctar,M,31.0,171.0,72.0,Mauritania,MTN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Hamdan El-Tayeb,M,26.0,175.0,69.0,Sudan,SUD,1960 Summer,1960,Roma,Athletics,100 meters,
Jos Luis Elias,M,25.0,180.0,67.0,Peru,PER,1980 Summer,1980,Moskva,Athletics,100 meters,
James Lee Ellington,M,30.0,179.0,81.0,Great Britain,GBR,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Launceston Elliot,M,21.0,188.0,102.0,Great Britain,GBR,1896 Summer,1896,Athina,Athletics,100 meters,
"David John ""Dave"" Ellis",M,31.0,175.0,58.0,Canada,CAN,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Uchenna Emedolu,M,27.0,183.0,87.0,Nigeria,NGR,2004 Summer,2004,Athina,Athletics,100 meters,
Uchenna Emedolu,M,31.0,183.0,87.0,Nigeria,NGR,2008 Summer,2008,Beijing,Athletics,100 meters,
Peter O. Emelieze,M,24.0,170.0,65.0,Nigeria,NGR,2012 Summer,2012,London,Athletics,100 meters,
Crystal Emmanuel,F,24.0,170.0,59.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Sunday Emmanuel,M,21.0,174.0,73.0,Nigeria,NGR,2000 Summer,2000,Sydney,Athletics,100 meters,
Tsukasa Endo,M,26.0,174.0,61.0,Japan,JPN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Andrej Engel,M,22.0,173.0,73.0,Czechoslovakia,TCH,1932 Summer,1932,Los Angeles,Athletics,100 meters,
Emilio Gustavo Bodjedi Envela Mahua,M,16.0,176.0,77.0,Equatorial Guinea,GEQ,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Emilio Gustavo Bodjedi Envela Mahua,M,24.0,176.0,77.0,Equatorial Guinea,GEQ,1992 Summer,1992,Barcelona,Athletics,100 meters,
Rodolfo Erazo Santos,M,22.0,173.0,59.0,Honduras,HON,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Heinz Erbster,M,28.0,174.0,72.0,East Germany,GDR,1968 Summer,1968,Mexico City,Athletics,100 meters,
Masashi Eriguchi,M,23.0,170.0,60.0,Japan,JPN,2012 Summer,2012,London,Athletics,100 meters,
Jan Torbjrn Eriksson,M,25.0,170.0,68.0,Sweden,SWE,1996 Summer,1996,Atlanta,Athletics,100 meters,
Shitaye Eshete Habtegebrel,F,22.0,164.0,51.0,Bahrain,BRN,2012 Summer,2012,London,Athletics,"10,000 meters",
Vin Viktor Eskola,M,29.0,180.0,70.0,Finland,FIN,1924 Summer,1924,Paris,Athletics,100 meters,
Rauni Mirjam Essman (-Asteljoki),F,18.0,164.0,57.0,Finland,FIN,1936 Summer,1936,Berlin,Athletics,100 meters,
Horacio E. Esteves Orihuela,M,19.0,175.0,73.0,Venezuela,VEN,1960 Summer,1960,Roma,Athletics,100 meters,
Horacio E. Esteves Orihuela,M,27.0,175.0,73.0,Venezuela,VEN,1968 Summer,1968,Mexico City,Athletics,100 meters,
Juan Diego Estrada Constantino,M,22.0,180.0,61.0,Mexico,MEX,2012 Summer,2012,London,Athletics,"10,000 meters",
Divina Estrella,F,19.0,160.0,52.0,Dominican Republic,DOM,1976 Summer,1976,Montreal,Athletics,100 meters,
Divina Estrella,F,27.0,160.0,52.0,Dominican Republic,DOM,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Philippe tienne,M,26.0,168.0,72.0,Haiti,HAI,1976 Summer,1976,Montreal,Athletics,100 meters,
Paul William Evans,M,31.0,183.0,64.0,Great Britain,GBR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Paul William Evans,M,35.0,183.0,64.0,Great Britain,GBR,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Jrgen Evers,M,19.0,183.0,65.0,West Germany,FRG,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Franklin Lynn Eves,M,18.0,180.0,75.0,Canada,CAN,1960 Summer,1960,Roma,Athletics,100 meters,
"Henry Norwood ""Barney"" Ewell",M,30.0,180.0,71.0,United States,USA,1948 Summer,1948,London,Athletics,100 meters,Silver
Davidson Ezinwa,M,20.0,184.0,82.0,Nigeria,NGR,1992 Summer,1992,Barcelona,Athletics,100 meters,
Davidson Ezinwa,M,24.0,184.0,82.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Mohamed Ezzher,M,36.0,176.0,58.0,France,FRA,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Elama Fa'atonu,M,18.0,175.0,82.0,American Samoa,ASA,2012 Summer,2012,London,Athletics,100 meters,
Aeriwentha Mae Faggs (-Starr),F,20.0,158.0,50.0,United States,USA,1952 Summer,1952,Helsinki,Athletics,100 meters,
Aeriwentha Mae Faggs (-Starr),F,24.0,158.0,50.0,United States,USA,1956 Summer,1956,Melbourne,Athletics,100 meters,
Abdellah Falil,M,32.0,163.0,63.0,Morocco,MAR,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Adama Fall,M,25.0,172.0,72.0,Senegal,SEN,1976 Summer,1976,Montreal,Athletics,100 meters,
"Frederick William ""Fred"" Faller",M,24.0,178.0,59.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,"10,000 meters",
"Mohamed Muktar Jama ""Mo"" Farah",M,29.0,175.0,58.0,Great Britain,GBR,2012 Summer,2012,London,Athletics,"10,000 meters",Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,33.0,175.0,58.0,Great Britain,GBR,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",Gold
"Nedeljko ""Nedo"" Fari",M,27.0,177.0,56.0,Yugoslavia,YUG,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Evelyn Farrell,F,24.0,165.0,61.0,Netherlands Antilles,AHO,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Evelyn Farrell,F,28.0,165.0,61.0,Aruba,ARU,1988 Summer,1988,Seoul,Athletics,100 meters,
Olusoji Adetokumbo Fasuba,M,24.0,175.0,78.0,Nigeria,NGR,2008 Summer,2008,Beijing,Athletics,100 meters,
Farida Fats (Zigha-),F,34.0,166.0,49.0,France,FRA,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
"Francesco ""Franco"" Fava",M,23.0,172.0,56.0,Italy,ITA,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Jean Fayolle,M,26.0,170.0,62.0,France,FRA,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",
Mario Guinemer Fayos Romero,M,21.0,178.0,73.0,Uruguay,URU,1948 Summer,1948,London,Athletics,100 meters,
Erika Fazekas-Verb,F,24.0,160.0,46.0,Hungary,HUN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Clair-Louise Fearnley,F,25.0,161.0,65.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Andrey Romanovich Fedoriv,M,32.0,177.0,80.0,Russia,RUS,1996 Summer,1996,Atlanta,Athletics,100 meters,
Allyson Michelle Felix,F,26.0,168.0,56.0,United States,USA,2012 Summer,2012,London,Athletics,100 meters,
Grard Fenouil,M,23.0,177.0,72.0,France,FRA,1968 Summer,1968,Mexico City,Athletics,100 meters,
Frutos Feo Prez,M,24.0,180.0,72.0,Spain,ESP,1996 Summer,1996,Atlanta,Athletics,100 meters,
Sheniqua Monique Ferguson,F,22.0,171.0,57.0,Bahamas,BAH,2012 Summer,2012,London,Athletics,100 meters,
Shonel Ferguson (Pratt-),F,18.0,170.0,52.0,Bahamas,BAH,1976 Summer,1976,Montreal,Athletics,100 meters,
"Deborah ""Debbie"" Ferguson-McKenzie",F,20.0,168.0,63.0,Bahamas,BAH,1996 Summer,1996,Atlanta,Athletics,100 meters,
"Deborah ""Debbie"" Ferguson-McKenzie",F,24.0,168.0,63.0,Bahamas,BAH,2000 Summer,2000,Sydney,Athletics,100 meters,
"Deborah ""Debbie"" Ferguson-McKenzie",F,28.0,168.0,63.0,Bahamas,BAH,2004 Summer,2004,Athina,Athletics,100 meters,
"Deborah ""Debbie"" Ferguson-McKenzie",F,32.0,168.0,63.0,Bahamas,BAH,2008 Summer,2008,Beijing,Athletics,100 meters,
"Deborah ""Debbie"" Ferguson-McKenzie",F,36.0,168.0,63.0,Bahamas,BAH,2012 Summer,2012,London,Athletics,100 meters,
Armnio Gaspar Fernandes,M,28.0,165.0,60.0,Angola,ANG,1988 Summer,1988,Seoul,Athletics,100 meters,
Adriana Fernndez Miranda,F,33.0,163.0,59.0,Mexico,MEX,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Afonso Pedro Gonalves Ferraz,M,27.0,180.0,76.0,Angola,ANG,1992 Summer,1992,Barcelona,Athletics,100 meters,
Maria Conceio da Costa Ferreira,F,30.0,148.0,40.0,Portugal,POR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Maria Conceio da Costa Ferreira,F,34.0,148.0,40.0,Portugal,POR,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Diego Ferreira,M,28.0,166.0,66.0,Paraguay,PAR,2004 Summer,2004,Athina,Athletics,100 meters,
Barbara Ann Ferrell (-Edmonson),F,21.0,159.0,47.0,United States,USA,1968 Summer,1968,Mexico City,Athletics,100 meters,Silver
Barbara Ann Ferrell (-Edmonson),F,25.0,159.0,47.0,United States,USA,1972 Summer,1972,Munich,Athletics,100 meters,
Pedro Ferrer Andino,M,22.0,168.0,61.0,Puerto Rico,PUR,1976 Summer,1976,Montreal,Athletics,100 meters,
Gyrgy Fetter,M,24.0,180.0,74.0,Hungary,HUN,1988 Summer,1988,Seoul,Athletics,100 meters,
"Cornelli Antoinette Haritte ""Nelli"" Fiere-Cooman (-Rosier)",F,24.0,159.0,60.0,Netherlands,NED,1988 Summer,1988,Seoul,Athletics,100 meters,
"Cornelli Antoinette Haritte ""Nelli"" Fiere-Cooman (-Rosier)",F,28.0,159.0,60.0,Netherlands,NED,1992 Summer,1992,Barcelona,Athletics,100 meters,
Enrique Figuerola Camu,M,22.0,167.0,67.0,Cuba,CUB,1960 Summer,1960,Roma,Athletics,100 meters,
Enrique Figuerola Camu,M,26.0,167.0,67.0,Cuba,CUB,1964 Summer,1964,Tokyo,Athletics,100 meters,Silver
Enrique Figuerola Camu,M,30.0,167.0,67.0,Cuba,CUB,1968 Summer,1968,Mexico City,Athletics,100 meters,
Siueni Filimone,M,21.0,173.0,69.0,Tonga,TGA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Peter Fitzgerald,M,22.0,181.0,75.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,100 meters,
Irene Margarita Fitzner (-Dahlgren),F,16.0,172.0,60.0,Argentina,ARG,1972 Summer,1972,Munich,Athletics,100 meters,
"John Richardson ""Johnny"" Fitzpatrick",M,21.0,175.0,60.0,Canada,CAN,1928 Summer,1928,Amsterdam,Athletics,100 meters,
"David Thomas ""Dave"" Fitzsimons",M,26.0,170.0,65.0,Australia,AUS,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Shalane Flanagan (-Edwards),F,27.0,166.0,47.0,United States,USA,2008 Summer,2008,Beijing,Athletics,"10,000 meters",Silver
"James ""Jimmy"" Flemming",M,22.0,180.0,76.0,United States Virgin Islands,ISV,1988 Summer,1988,Seoul,Athletics,100 meters,
Sherry Ingrid Veronica Fletcher,F,22.0,167.0,57.0,Grenada,GRN,2008 Summer,2008,Beijing,Athletics,100 meters,
Ngerak Florencio,F,21.0,160.0,48.0,Palau,PLW,2004 Summer,2004,Athina,Athletics,100 meters,
Brenda Eunice Flores Muoz,F,24.0,163.0,50.0,Mexico,MEX,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Ilie Floroiu,M,23.0,170.0,52.0,Romania,ROU,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Ilie Floroiu,M,27.0,170.0,52.0,Romania,ROU,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Micheline Fluchot (-Julitte),F,22.0,167.0,54.0,France,FRA,1956 Summer,1956,Melbourne,Athletics,100 meters,
Bror Karl Fock,M,24.0,170.0,62.0,Sweden,SWE,1912 Summer,1912,Stockholm,Athletics,"10,000 meters",
Nabie Foday Fofanah,M,24.0,182.0,82.0,Guinea,GUI,2004 Summer,2004,Athina,Athletics,100 meters,
Marian Foik,M,23.0,172.0,69.0,Poland,POL,1956 Summer,1956,Melbourne,Athletics,100 meters,
Marian Foik,M,26.0,172.0,69.0,Poland,POL,1960 Summer,1960,Roma,Athletics,100 meters,
Fong Yee Pui,F,20.0,163.0,51.0,Hong Kong,HKG,2012 Summer,2012,London,Athletics,100 meters,
Esaie Fongang,M,28.0,180.0,74.0,Cameroon,CMR,1972 Summer,1972,Munich,Athletics,"10,000 meters",
"Katherine ""Kate"" Fonshell",F,26.0,160.0,50.0,United States,USA,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
"Bernard William ""Bernie"" Ford",M,23.0,180.0,64.0,Great Britain,GBR,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Gillian Forde,F,16.0,155.0,46.0,Trinidad and Tobago,TTO,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Lorna C. Forde (-Mitchell),F,24.0,155.0,55.0,Barbados,BAR,1976 Summer,1976,Montreal,Athletics,100 meters,
Mara Margarita Formeiro,F,19.0,175.0,67.0,Argentina,ARG,1964 Summer,1964,Tokyo,Athletics,100 meters,
Rafael Emilio Fortn Chacn,M,28.0,170.0,68.0,Cuba,CUB,1948 Summer,1948,London,Athletics,100 meters,
Rafael Emilio Fortn Chacn,M,32.0,170.0,68.0,Cuba,CUB,1952 Summer,1952,Helsinki,Athletics,100 meters,
Brendan Foster,M,28.0,178.0,68.0,Great Britain,GBR,1976 Summer,1976,Montreal,Athletics,"10,000 meters",Bronze
Brendan Foster,M,32.0,178.0,68.0,Great Britain,GBR,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Ziga Patricia Foufou,F,20.0,164.0,56.0,Cote d'Ivoire,CIV,1992 Summer,1992,Barcelona,Athletics,100 meters,
"June Florence Foulds-Paul (-Carroll, -Reynolds)",F,18.0,170.0,63.0,Great Britain,GBR,1952 Summer,1952,Helsinki,Athletics,100 meters,
"June Florence Foulds-Paul (-Carroll, -Reynolds)",F,22.0,170.0,63.0,Great Britain,GBR,1956 Summer,1956,Melbourne,Athletics,100 meters,
"Charles Merrick ""Charlie"" Francis",M,23.0,185.0,81.0,Canada,CAN,1972 Summer,1972,Munich,Athletics,100 meters,
Samuel Adelebari Francis,M,21.0,180.0,85.0,Qatar,QAT,2008 Summer,2008,Beijing,Athletics,100 meters,
Stphane Oliver Franke,M,28.0,178.0,58.0,Germany,GER,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Stphane Oliver Franke,M,32.0,178.0,58.0,Germany,GER,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Warren Fraser,M,21.0,172.0,73.0,Bahamas,BAH,2012 Summer,2012,London,Athletics,100 meters,
Shelly-Ann Fraser-Pryce,F,21.0,160.0,57.0,Jamaica,JAM,2008 Summer,2008,Beijing,Athletics,100 meters,Gold
Shelly-Ann Fraser-Pryce,F,25.0,160.0,57.0,Jamaica,JAM,2012 Summer,2012,London,Athletics,100 meters,Gold
Shelly-Ann Fraser-Pryce,F,29.0,160.0,57.0,Jamaica,JAM,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,Bronze
Lindel Frater,M,22.0,170.0,64.0,Jamaica,JAM,2000 Summer,2000,Sydney,Athletics,100 meters,
Michael Audley Frater,M,21.0,170.0,67.0,Jamaica,JAM,2004 Summer,2004,Athina,Athletics,100 meters,
Michael Audley Frater,M,25.0,170.0,67.0,Jamaica,JAM,2008 Summer,2008,Beijing,Athletics,100 meters,
"Michael ""Mike"" Fray",M,24.0,188.0,88.0,Jamaica,JAM,1972 Summer,1972,Munich,Athletics,100 meters,
"Frank ""Frankie"" Fredericks",M,24.0,180.0,73.0,Namibia,NAM,1992 Summer,1992,Barcelona,Athletics,100 meters,Silver
"Frank ""Frankie"" Fredericks",M,28.0,180.0,73.0,Namibia,NAM,1996 Summer,1996,Atlanta,Athletics,100 meters,Silver
"Frank ""Frankie"" Fredericks",M,36.0,180.0,73.0,Namibia,NAM,2004 Summer,2004,Athina,Athletics,100 meters,
"Susan ""Sue"" French-Lee",F,28.0,157.0,48.0,Canada,CAN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Mary Frizzell (-Thomasson),F,19.0,160.0,51.0,Canada,CAN,1932 Summer,1932,Los Angeles,Athletics,100 meters,
Ebba Ingegerd From (-Svahn),F,20.0,167.0,57.0,Finland,FIN,1936 Summer,1936,Berlin,Athletics,100 meters,
Erich Fuchs,M,27.0,172.0,66.0,Germany,GER,1952 Summer,1952,Helsinki,Athletics,100 meters,
"Ingeborg ""Inge"" Fuhrmann (-Rohnstein)",F,20.0,171.0,57.0,Germany,GER,1956 Summer,1956,Melbourne,Athletics,100 meters,
Kayoko Fukushi,F,22.0,160.0,47.0,Japan,JPN,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Kayoko Fukushi,F,26.0,160.0,47.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Kayoko Fukushi,F,30.0,160.0,47.0,Japan,JPN,2012 Summer,2012,London,Athletics,"10,000 meters",
Chisato Fukushima,F,20.0,165.0,52.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,100 meters,
Chisato Fukushima,F,24.0,165.0,52.0,Japan,JPN,2012 Summer,2012,London,Athletics,100 meters,
Teruo Funai,M,26.0,168.0,62.0,Japan,JPN,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",
Jane Elizabeth Furniss-Shields,F,28.0,163.0,45.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
"Heinrich-Ludwig ""Heinz"" Ftterer",M,25.0,164.0,72.0,Germany,GER,1956 Summer,1956,Melbourne,Athletics,100 meters,
Hiroki Fuwa,M,18.0,172.0,63.0,Japan,JPN,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Sheikh Oumar Fye,M,24.0,183.0,80.0,Gambia,GAM,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Savatheda Fynes,F,25.0,165.0,64.0,Bahamas,BAH,2000 Summer,2000,Sydney,Athletics,100 meters,
Rubie Joy Gabriel,F,17.0,157.0,52.0,Palau,PLW,2012 Summer,2012,London,Athletics,100 meters,
Omar Daher Gadid,M,26.0,170.0,58.0,Djibouti,DJI,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Pierre-Richard Gaetjens,M,17.0,160.0,50.0,Haiti,HAI,1972 Summer,1972,Munich,Athletics,100 meters,
Pa Mamadou Gai,M,18.0,167.0,61.0,Gambia,GAM,1996 Summer,1996,Atlanta,Athletics,100 meters,
Pa Mamadou Gai,M,22.0,167.0,61.0,Gambia,GAM,2000 Summer,2000,Sydney,Athletics,100 meters,
Chryste Dionne Gaines,F,29.0,170.0,57.0,United States,USA,2000 Summer,2000,Sydney,Athletics,100 meters,
Melinda Maree Gainsford-Taylor,F,20.0,172.0,67.0,Australia,AUS,1992 Summer,1992,Barcelona,Athletics,100 meters,
Melinda Maree Gainsford-Taylor,F,28.0,172.0,67.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics,100 meters,
Tynia Gaither,F,23.0,158.0,50.0,Bahamas,BAH,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Pavel Galkin,M,23.0,186.0,79.0,Unified Team,EUN,1992 Summer,1992,Barcelona,Athletics,100 meters,
"John Franks ""Jeff"" Galloway",M,27.0,183.0,63.0,United States,USA,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Jos David Galvn Martnez,M,24.0,168.0,54.0,Mexico,MEX,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Jos David Galvn Martnez,M,28.0,168.0,54.0,Mexico,MEX,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Jos David Galvn Martnez,M,32.0,168.0,54.0,Mexico,MEX,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Arie Gamliel,M,26.0,165.0,48.0,Israel,ISR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Mohamad Tlili ben Abdallah Gammoudi,M,26.0,172.0,60.0,Tunisia,TUN,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",Silver
Mohamad Tlili ben Abdallah Gammoudi,M,30.0,172.0,60.0,Tunisia,TUN,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",Bronze
Mohamad Tlili ben Abdallah Gammoudi,M,34.0,172.0,60.0,Tunisia,TUN,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Gao Han,F,21.0,171.0,54.0,China,CHN,1992 Summer,1992,Barcelona,Athletics,100 meters,
Angel Garca Delgado,M,28.0,164.0,71.0,Cuba,CUB,1948 Summer,1948,London,Athletics,100 meters,
Esmeralda de Jesus Freitas Garca Silami,F,17.0,162.0,52.0,Brazil,BRA,1976 Summer,1976,Montreal,Athletics,100 meters,
Esmeralda de Jesus Freitas Garca Silami,F,25.0,162.0,52.0,Brazil,BRA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
PhilAm Garcia Fernandez,M,20.0,175.0,68.0,Guam,GUM,2000 Summer,2000,Sydney,Athletics,100 meters,
Jason John Gardener,M,24.0,176.0,75.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics,100 meters,
Jason John Gardener,M,28.0,176.0,75.0,Great Britain,GBR,2004 Summer,2004,Athina,Athletics,100 meters,
English Gardner,F,24.0,168.0,55.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Keith Alvin Saint Hope Gardner,M,27.0,175.0,64.0,Jamaica,JAM,1956 Summer,1956,Melbourne,Athletics,100 meters,
France Gareau (-Foudy),F,17.0,167.0,59.0,Canada,CAN,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Harry Christer Garpenborg (Gustafsson-),M,24.0,183.0,80.0,Sweden,SWE,1976 Summer,1976,Montreal,Athletics,100 meters,
Anne Frances Garrett-Audain,F,32.0,168.0,53.0,New Zealand,NZL,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Audun Egil Garshol,M,20.0,180.0,75.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,100 meters,
Timi Hilly Garstang,M,25.0,175.0,73.0,Marshall Islands,MHL,2012 Summer,2012,London,Athletics,100 meters,
Liliane Gaschet,F,22.0,165.0,56.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Marc Gasparoni,M,25.0,174.0,72.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Justin Alexander Gatlin,M,22.0,186.0,80.0,United States,USA,2004 Summer,2004,Athina,Athletics,100 meters,Gold
Justin Alexander Gatlin,M,30.0,186.0,80.0,United States,USA,2012 Summer,2012,London,Athletics,100 meters,Bronze
Justin Alexander Gatlin,M,34.0,186.0,80.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,Silver
Carlos Alberto Gats,M,26.0,181.0,73.0,Argentina,ARG,1996 Summer,1996,Atlanta,Athletics,100 meters,
Sbastien Gattuso,M,33.0,180.0,97.0,Monaco,MON,2004 Summer,2004,Athina,Athletics,100 meters,
Sbastien Gattuso,M,37.0,180.0,97.0,Monaco,MON,2008 Summer,2008,Beijing,Athletics,100 meters,
Heide-Elke Gaugel (-Hudak),F,25.0,167.0,54.0,West Germany,FRG,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Antoinette Gauthier,F,21.0,162.0,59.0,Haiti,HAI,1976 Summer,1976,Montreal,Athletics,100 meters,
Tyson Lashane Gay,M,25.0,181.0,80.0,United States,USA,2008 Summer,2008,Beijing,Athletics,100 meters,
Tyson Lashane Gay,M,29.0,181.0,80.0,United States,USA,2012 Summer,2012,London,Athletics,100 meters,
Galina Gayda (-Sukharova),F,28.0,166.0,64.0,Soviet Union,URS,1964 Summer,1964,Tokyo,Athletics,100 meters,
Max Gebhardt,M,32.0,161.0,48.0,Germany,GER,1936 Summer,1936,Berlin,Athletics,"10,000 meters",
Trihas Gebre Aunoon,F,26.0,162.0,49.0,Spain,ESP,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Egzi Gebre-Gebre,M,23.0,170.0,63.0,Ethiopia,ETH,1972 Summer,1972,Munich,Athletics,100 meters,
Gebre Egziabher Gebremariam,M,27.0,178.0,56.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics,"10,000 meters",
Haile Gebrselassie,M,23.0,165.0,56.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",Gold
Haile Gebrselassie,M,27.0,165.0,56.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,"10,000 meters",Gold
Haile Gebrselassie,M,31.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Haile Gebrselassie,M,35.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Wilhelm Adolph Ernst Geerling,M,23.0,183.0,73.0,Germany,GER,1932 Summer,1932,Los Angeles,Athletics,100 meters,
Luz Marina Virginia Geerman,F,16.0,158.0,50.0,Aruba,ARU,2000 Summer,2000,Sydney,Athletics,100 meters,
Adam Ahmed R. Gemili,M,18.0,178.0,75.0,Great Britain,GBR,2012 Summer,2012,London,Athletics,100 meters,
Alexandros Genovelis,M,28.0,178.0,68.0,Greece,GRE,1996 Summer,1996,Atlanta,Athletics,100 meters,
Rudolph George,M,23.0,185.0,70.0,Sierra Leone,SLE,1980 Summer,1980,Moskva,Athletics,100 meters,
Zlatka Yaneva Georgieva (-Radukanova),F,27.0,165.0,58.0,Bulgaria,BUL,1996 Summer,1996,Atlanta,Athletics,100 meters,
Nikolaos Georgopoulos,M,23.0,175.0,65.0,Greece,GRE,1960 Summer,1960,Roma,Athletics,100 meters,
Peter Clarence Gerhardt,M,34.0,175.0,68.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,100 meters,
Manfred Germar,M,21.0,182.0,74.0,Germany,GER,1956 Summer,1956,Melbourne,Athletics,100 meters,
Manfred Germar,M,25.0,182.0,74.0,Germany,GER,1960 Summer,1960,Roma,Athletics,100 meters,
Morgan Gesmalla,M,,175.0,65.0,Sudan,SUD,1968 Summer,1968,Mexico City,Athletics,100 meters,
Kim Gevaert,F,26.0,170.0,60.0,Belgium,BEL,2004 Summer,2004,Athina,Athletics,100 meters,
Kim Gevaert,F,30.0,170.0,60.0,Belgium,BEL,2008 Summer,2008,Beijing,Athletics,100 meters,
Abdusalam Hala Gezah,F,22.0,169.0,55.0,Libya,LBA,2012 Summer,2012,London,Athletics,100 meters,
Reza Ghasemi,M,25.0,182.0,69.0,Iran,IRI,2012 Summer,2012,London,Athletics,100 meters,
Reza Ghasemi,M,29.0,182.0,69.0,Iran,IRI,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Marine Ghazaryan,F,18.0,165.0,56.0,Armenia,ARM,2004 Summer,2004,Athina,Athletics,100 meters,
Gharid Ghrouf,F,17.0,167.0,58.0,Palestine,PLE,2008 Summer,2008,Beijing,Athletics,100 meters,
