Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Lindy John Remigino,M,21.0,173.0,67.0,United States,USA,1952 Summer,1952,Helsinki,Athletics,100 meters,Gold
John James Reynolds,M,22.0,173.0,68.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,
Alma Wilford Richards,M,22.0,188.0,84.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,High Jump,Gold
"Steven Earl ""Steve"" Riddick",M,24.0,190.0,75.0,United States,USA,1976 Summer,1976,Montreal,Athletics,100 meters,
Dathan James Ritzenhein,M,25.0,173.0,55.0,United States,USA,2008 Summer,2008,Beijing,Athletics,Marathon,
Lawson Robertson,M,20.0,183.0,68.0,United States,USA,1904 Summer,1904,St. Louis,Athletics,100 meters,
Lawson Robertson,M,22.0,183.0,68.0,United States,USA,1906 Summer,1906,Athina,Athletics,100 meters,
Lawson Robertson,M,24.0,183.0,68.0,United States,USA,1908 Summer,1908,London,Athletics,100 meters,
Ricky Robertson,M,25.0,180.0,75.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,High Jump,
"Reynaud Syverne ""Rey"" Robinson",M,20.0,183.0,66.0,United States,USA,1972 Summer,1972,Munich,Athletics,100 meters,
"William Henry ""Bill"" Rodgers",M,28.0,175.0,59.0,United States,USA,1976 Summer,1976,Montreal,Athletics,Marathon,
Arthur Vincent Roth,M,28.0,167.0,54.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,Marathon,
Galen Rupp,M,30.0,181.0,61.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,Bronze
"Henry Argue ""Hank"" Russell",M,23.0,185.0,77.0,United States,USA,1928 Summer,1928,Amsterdam,Athletics,100 meters,
"Michael James ""Mike"" Ryan",M,19.0,181.0,73.0,United States,USA,1908 Summer,1908,London,Athletics,Marathon,
"Michael James ""Mike"" Ryan",M,23.0,181.0,73.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,
Alberto Bauday Salazar,M,25.0,181.0,64.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,Marathon,
William Anthony Schick,M,24.0,183.0,68.0,United States,USA,1906 Summer,1906,Athina,Athletics,100 meters,
Jackson Volney Scholz,M,23.0,172.0,61.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,100 meters,
Jackson Volney Scholz,M,27.0,172.0,61.0,United States,USA,1924 Summer,1924,Paris,Athletics,100 meters,Silver
Brian E. Sell,M,29.0,178.0,64.0,United States,USA,2008 Summer,2008,Beijing,Athletics,Marathon,
"Nathaniel Alden ""Nate"" Sherman",M,20.0,185.0,75.0,United States,USA,1908 Summer,1908,London,Athletics,100 meters,
Frank Charles Shorter,M,24.0,178.0,61.0,United States,USA,1972 Summer,1972,Munich,Athletics,Marathon,Gold
Frank Charles Shorter,M,28.0,178.0,61.0,United States,USA,1976 Summer,1976,Montreal,Athletics,Marathon,Silver
"David William ""Dave"" Sime",M,24.0,189.0,81.0,United States,USA,1960 Summer,1960,Roma,Athletics,100 meters,Silver
George Sidney Simpson,M,23.0,180.0,75.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,100 meters,
Calvin Smith,M,27.0,178.0,69.0,United States,USA,1988 Summer,1988,Seoul,Athletics,100 meters,Bronze
Finis Dean Smith,M,20.0,180.0,72.0,United States,USA,1952 Summer,1952,Helsinki,Athletics,100 meters,
Harry James Smith,M,23.0,178.0,66.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,
Andrew Sockalexis,M,21.0,175.0,66.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,
"Steven Anthony ""Steve"" Spence",M,30.0,175.0,62.0,United States,USA,1992 Summer,1992,Barcelona,Athletics,Marathon,
"George Burton Spitz, Jr.",M,20.0,183.0,72.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,High Jump,
"Michael ""Mike"" Spring",M,24.0,167.0,54.0,United States,USA,1904 Summer,1904,St. Louis,Athletics,Marathon,
"Michael ""Mike"" Spring",M,26.0,167.0,54.0,United States,USA,1906 Summer,1906,Athina,Athletics,Marathon,
George Anthony Stanich,M,19.0,190.0,84.0,United States,USA,1948 Summer,1948,London,Athletics,High Jump,Bronze
Brian E. Stanton,M,27.0,196.0,82.0,United States,USA,1988 Summer,1988,Seoul,Athletics,High Jump,
Dwight Edwin Stones,M,18.0,197.0,81.0,United States,USA,1972 Summer,1972,Munich,Athletics,High Jump,Bronze
Dwight Edwin Stones,M,22.0,197.0,81.0,United States,USA,1976 Summer,1976,Montreal,Athletics,High Jump,Bronze
Dwight Edwin Stones,M,30.0,197.0,81.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,High Jump,
Gaston M. Strobino,M,20.0,160.0,50.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,Bronze
Robert James Taylor,M,23.0,183.0,80.0,United States,USA,1972 Summer,1972,Munich,Athletics,100 meters,Silver
Lewis Tewanima,M,,160.0,51.0,United States,USA,1908 Summer,1908,London,Athletics,Marathon,
Lewis Tewanima,M,,160.0,51.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,Marathon,
Walter Beardsley Tewksbury,M,24.0,183.0,64.0,United States,USA,1900 Summer,1900,Paris,Athletics,100 meters,Silver
Dean Allan Thackwray,M,23.0,175.0,57.0,United States,USA,1956 Summer,1956,Melbourne,Athletics,Marathon,
John Curtis Thomas,M,19.0,196.0,88.0,United States,USA,1960 Summer,1960,Roma,Athletics,High Jump,Bronze
John Curtis Thomas,M,23.0,196.0,88.0,United States,USA,1964 Summer,1964,Tokyo,Athletics,High Jump,Silver
"Rupert Broas Thomas, Jr.",M,21.0,183.0,70.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,100 meters,
"James Francis ""Jim"" Thorpe",M,24.0,183.0,86.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,High Jump,
Delos Packard Thurber,M,19.0,188.0,73.0,United States,USA,1936 Summer,1936,Berlin,Athletics,High Jump,Bronze
"Thomas Edward ""Eddie"" Tolan, Jr.",M,23.0,170.0,65.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,100 meters,Gold
John B. Tuttle,M,25.0,185.0,70.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,Marathon,
"Robert Logan ""Bob"" Van Osdel",M,22.0,183.0,68.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics,High Jump,Silver
"Theodore John ""Ted"" Vogel",M,23.0,178.0,61.0,United States,USA,1948 Summer,1948,London,Athletics,Marathon,
Jared Ward,M,27.0,178.0,66.0,United States,USA,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,
Alton Roy Welton,M,22.0,162.0,57.0,United States,USA,1908 Summer,1908,London,Athletics,Marathon,
Frank Edward Wendling,M,26.0,163.0,,United States,USA,1924 Summer,1924,Paris,Athletics,Marathon,
Walter Leo Whalen,M,22.0,183.0,68.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics,High Jump,
"Kenneth George ""Ken"" Wiesner",M,27.0,192.0,91.0,United States,USA,1952 Summer,1952,Helsinki,Athletics,High Jump,Silver
Jesse Daniel Williams,M,24.0,184.0,80.0,United States,USA,2008 Summer,2008,Beijing,Athletics,High Jump,
Jesse Daniel Williams,M,28.0,184.0,80.0,United States,USA,2012 Summer,2012,London,Athletics,High Jump,
Clement Pierce Wilson,M,21.0,178.0,64.0,United States,USA,1912 Summer,1912,Stockholm,Athletics,100 meters,
"Vernon Troylee ""Vern"" Wilson",M,25.0,189.0,77.0,United States,USA,1956 Summer,1956,Melbourne,Athletics,High Jump,
Donald Mark Witherspoon,M,28.0,196.0,85.0,United States,USA,1992 Summer,1992,Barcelona,Athletics,100 meters,
Cameron M. Wright,M,23.0,193.0,80.0,United States,USA,1996 Summer,1996,Atlanta,Athletics,High Jump,
Frank Clifford Wykoff,M,18.0,178.0,68.0,United States,USA,1928 Summer,1928,Amsterdam,Athletics,100 meters,
Frank Clifford Wykoff,M,26.0,178.0,68.0,United States,USA,1936 Summer,1936,Berlin,Athletics,100 meters,
George L. Young,M,31.0,175.0,67.0,United States,USA,1968 Summer,1968,Mexico City,Athletics,Marathon,
Frank Thomas Zuna,M,31.0,175.0,69.0,United States,USA,1924 Summer,1924,Paris,Athletics,Marathon,
